Category,Counts,Date,WeekNo
Persons_15-44,243,2012-08-31,35
Persons_15-44,243,2012-09-07,36
Persons_15-44,259,2012-09-14,37
Persons_15-44,319,2012-09-21,38
Persons_15-44,246,2012-09-28,39
Persons_15-44,234,2012-10-05,40
Persons_15-44,270,2012-10-12,41
Persons_15-44,245,2012-10-19,42
Persons_15-44,280,2012-10-26,43
Persons_15-44,284,2012-11-02,44
Persons_15-44,304,2012-11-09,45
Persons_15-44,288,2012-11-16,46
Persons_15-44,307,2012-11-23,47
Persons_15-44,268,2012-11-30,48
Persons_15-44,283,2012-12-07,49
Persons_15-44,334,2012-12-14,50
Persons_15-44,306,2012-12-21,51
Persons_15-44,200,2012-12-28,52
Persons_45-64,1255,2012-01-06,1
Persons_45-64,1370,2012-01-13,2
Persons_45-64,1204,2012-01-20,3
Persons_45-64,1240,2012-01-27,4
Persons_45-64,1245,2012-02-03,5
Persons_45-64,1237,2012-02-10,6
Persons_45-64,1164,2012-02-17,7
Persons_45-64,1220,2012-02-24,8
Persons_45-64,1310,2012-03-02,9
Persons_45-64,1185,2012-03-09,10
Persons_45-64,1238,2012-03-16,11
Persons_45-64,1256,2012-03-23,12
Persons_45-64,1170,2012-03-30,13
Persons_45-64,1072,2012-04-06,14
Persons_45-64,1155,2012-04-13,15
Persons_45-64,1313,2012-04-20,16
Persons_45-64,1227,2012-04-27,17
Persons_45-64,1171,2012-05-04,18
Persons_45-64,1063,2012-05-11,19
Persons_45-64,1212,2012-05-18,20
Persons_45-64,1177,2012-05-25,21
Persons_45-64,1190,2012-06-01,22
Persons_45-64,846,2012-06-08,23
Persons_45-64,1217,2012-06-15,24
Persons_45-64,1147,2012-06-22,25
Persons_45-64,1130,2012-06-29,26
Persons_45-64,1098,2012-07-06,27
Persons_45-64,1123,2012-07-13,28
Persons_45-64,1124,2012-07-20,29
Persons_45-64,1157,2012-07-27,30
Persons_45-64,1153,2012-08-03,31
Persons_45-64,1124,2012-08-10,32
Persons_45-64,1108,2012-08-17,33
Persons_45-64,1144,2012-08-24,34
Persons_45-64,952,2012-08-31,35
Persons_45-64,1164,2012-09-07,36
Persons_45-64,1106,2012-09-14,37
Persons_45-64,1173,2012-09-21,38
Persons_45-64,1094,2012-09-28,39
Persons_45-64,1122,2012-10-05,40
Persons_45-64,1162,2012-10-12,41
Persons_45-64,1120,2012-10-19,42
Persons_45-64,1149,2012-10-26,43
Persons_45-64,1158,2012-11-02,44
Persons_45-64,1172,2012-11-09,45
Persons_45-64,1197,2012-11-16,46
Persons_45-64,1203,2012-11-23,47
Persons_45-64,1136,2012-11-30,48
Persons_45-64,1219,2012-12-07,49
Persons_45-64,1213,2012-12-14,50
Persons_45-64,1315,2012-12-21,51
Persons_45-64,817,2012-12-28,52
Persons_65-74,1570,2012-01-06,1
Persons_65-74,1795,2012-01-13,2
Persons_65-74,1601,2012-01-20,3
Persons_65-74,1626,2012-01-27,4
Persons_65-74,1531,2012-02-03,5
Persons_65-74,1650,2012-02-10,6
Persons_65-74,1639,2012-02-17,7
Persons_65-74,1667,2012-02-24,8
Persons_65-74,1614,2012-03-02,9
Persons_65-74,1585,2012-03-09,10
Persons_65-74,1485,2012-03-16,11
Persons_65-74,1526,2012-03-23,12
Persons_65-74,1541,2012-03-30,13
Persons_65-74,1314,2012-04-06,14
Persons_65-74,1639,2012-04-13,15
Persons_65-74,1732,2012-04-20,16
Persons_65-74,1607,2012-04-27,17
Persons_65-74,1615,2012-05-04,18
Persons_65-74,1370,2012-05-11,19
Persons_65-74,1643,2012-05-18,20
Persons_65-74,1622,2012-05-25,21
Persons_65-74,1542,2012-06-01,22
Persons_65-74,1130,2012-06-08,23
Persons_65-74,1794,2012-06-15,24
Persons_65-74,1527,2012-06-22,25
Persons_65-74,1464,2012-06-29,26
Persons_65-74,1521,2012-07-06,27
Persons_65-74,1493,2012-07-13,28
Persons_65-74,1495,2012-07-20,29
Persons_65-74,1500,2012-07-27,30
Persons_65-74,1527,2012-08-03,31
Persons_65-74,1447,2012-08-10,32
Persons_65-74,1446,2012-08-17,33
Persons_65-74,1515,2012-08-24,34
Persons_65-74,1293,2012-08-31,35
Persons_65-74,1418,2012-09-07,36
Persons_65-74,1476,2012-09-14,37
Persons_65-74,1474,2012-09-21,38
Persons_65-74,1495,2012-09-28,39
Persons_65-74,1508,2012-10-05,40
Persons_65-74,1489,2012-10-12,41
Persons_65-74,1535,2012-10-19,42
Persons_65-74,1490,2012-10-26,43
Persons_65-74,1579,2012-11-02,44
Persons_65-74,1556,2012-11-09,45
Persons_65-74,1576,2012-11-16,46
Persons_65-74,1522,2012-11-23,47
Persons_65-74,1551,2012-11-30,48
Persons_65-74,1575,2012-12-07,49
Persons_65-74,1628,2012-12-14,50
Persons_65-74,1823,2012-12-21,51
Persons_65-74,1240,2012-12-28,52
Persons_75-84,3140,2012-01-06,1
Persons_75-84,3372,2012-01-13,2
Persons_75-84,3047,2012-01-20,3
Persons_75-84,3008,2012-01-27,4
Persons_75-84,2939,2012-02-03,5
Persons_75-84,2942,2012-02-10,6
Persons_75-84,3118,2012-02-17,7
Persons_75-84,3234,2012-02-24,8
Persons_75-84,3286,2012-03-02,9
Persons_75-84,3074,2012-03-09,10
Persons_75-84,2990,2012-03-16,11
Persons_75-84,2877,2012-03-23,12
Persons_75-84,2769,2012-03-30,13
Persons_75-84,2478,2012-04-06,14
Persons_75-84,2959,2012-04-13,15
Persons_75-84,3231,2012-04-20,16
Persons_75-84,2986,2012-04-27,17
Persons_75-84,2936,2012-05-04,18
Persons_75-84,2652,2012-05-11,19
Persons_75-84,2891,2012-05-18,20
Persons_75-84,2839,2012-05-25,21
Persons_75-84,2873,2012-06-01,22
Persons_75-84,2021,2012-06-08,23
Persons_75-84,3063,2012-06-15,24
Persons_75-84,2658,2012-06-22,25
Persons_75-84,2594,2012-06-29,26
Persons_75-84,2633,2012-07-06,27
Persons_75-84,2571,2012-07-13,28
Persons_75-84,2538,2012-07-20,29
Persons_75-84,2557,2012-07-27,30
Persons_75-84,2590,2012-08-03,31
Persons_75-84,2564,2012-08-10,32
Persons_75-84,2611,2012-08-17,33
Persons_75-84,2618,2012-08-24,34
Persons_75-84,2288,2012-08-31,35
Persons_75-84,2596,2012-09-07,36
Persons_75-84,2486,2012-09-14,37
Persons_75-84,2548,2012-09-21,38
Persons_75-84,2624,2012-09-28,39
Persons_75-84,2639,2012-10-05,40
Persons_75-84,2821,2012-10-12,41
Persons_75-84,2750,2012-10-19,42
Persons_75-84,2842,2012-10-26,43
Persons_75-84,2666,2012-11-02,44
Persons_75-84,2813,2012-11-09,45
Persons_75-84,2863,2012-11-16,46
Persons_75-84,2765,2012-11-23,47
Persons_75-84,2826,2012-11-30,48
Persons_75-84,2888,2012-12-07,49
Persons_75-84,3060,2012-12-14,50
Persons_75-84,3343,2012-12-21,51
Persons_75-84,2397,2012-12-28,52
Persons_85+,4280,2012-01-06,1
Persons_85+,4393,2012-01-13,2
Persons_85+,4197,2012-01-20,3
Persons_85+,4088,2012-01-27,4
Persons_85+,4044,2012-02-03,5
Persons_85+,4077,2012-02-10,6
Persons_85+,4252,2012-02-17,7
Persons_85+,4551,2012-02-24,8
Persons_85+,4374,2012-03-02,9
Persons_85+,4270,2012-03-09,10
Persons_85+,3982,2012-03-16,11
Persons_85+,3806,2012-03-23,12
Persons_85+,3779,2012-03-30,13
Persons_85+,3281,2012-04-06,14
Persons_85+,3870,2012-04-13,15
Persons_85+,4135,2012-04-20,16
Persons_85+,4048,2012-04-27,17
Persons_85+,3847,2012-05-04,18
Persons_85+,3461,2012-05-11,19
Persons_85+,3761,2012-05-18,20
Persons_85+,3607,2012-05-25,21
Persons_85+,3606,2012-06-01,22
Persons_85+,2548,2012-06-08,23
Persons_85+,3700,2012-06-15,24
Persons_85+,3363,2012-06-22,25
Persons_85+,3339,2012-06-29,26
Persons_85+,3306,2012-07-06,27
Persons_85+,3233,2012-07-13,28
Persons_85+,3162,2012-07-20,29
Persons_85+,3295,2012-07-27,30
Persons_85+,3331,2012-08-03,31
Persons_85+,3316,2012-08-10,32
Persons_85+,3274,2012-08-17,33
Persons_85+,3336,2012-08-24,34
Persons_85+,2766,2012-08-31,35
Persons_85+,3345,2012-09-07,36
Persons_85+,3231,2012-09-14,37
Persons_85+,3253,2012-09-21,38
Persons_85+,3330,2012-09-28,39
Persons_85+,3483,2012-10-05,40
Persons_85+,3636,2012-10-12,41
Persons_85+,3553,2012-10-19,42
Persons_85+,3709,2012-10-26,43
Persons_85+,3563,2012-11-02,44
Persons_85+,3746,2012-11-09,45
Persons_85+,3888,2012-11-16,46
Persons_85+,3783,2012-11-23,47
Persons_85+,3532,2012-11-30,48
Persons_85+,3774,2012-12-07,49
Persons_85+,4068,2012-12-14,50
Persons_85+,4585,2012-12-21,51
Persons_85+,3387,2012-12-28,52
Males_Under 1 year,22,2012-01-06,1
Males_Under 1 year,29,2012-01-13,2
Males_Under 1 year,31,2012-01-20,3
Males_Under 1 year,29,2012-01-27,4
Males_Under 1 year,34,2012-02-03,5
Males_Under 1 year,28,2012-02-10,6
Males_Under 1 year,30,2012-02-17,7
Males_Under 1 year,47,2012-02-24,8
Males_Under 1 year,33,2012-03-02,9
Males_Under 1 year,34,2012-03-09,10
Males_Under 1 year,35,2012-03-16,11
Males_Under 1 year,40,2012-03-23,12
Males_Under 1 year,39,2012-03-30,13
Males_Under 1 year,32,2012-04-06,14
Males_Under 1 year,35,2012-04-13,15
Males_Under 1 year,46,2012-04-20,16
Males_Under 1 year,34,2012-04-27,17
Males_Under 1 year,32,2012-05-04,18
Males_Under 1 year,36,2012-05-11,19
Males_Under 1 year,40,2012-05-18,20
Males_Under 1 year,37,2012-05-25,21
Males_Under 1 year,34,2012-06-01,22
Males_Under 1 year,20,2012-06-08,23
Males_Under 1 year,42,2012-06-15,24
Males_Under 1 year,21,2012-06-22,25
Males_Under 1 year,33,2012-06-29,26
Males_Under 1 year,41,2012-07-06,27
Males_Under 1 year,31,2012-07-13,28
Males_Under 1 year,29,2012-07-20,29
Males_Under 1 year,40,2012-07-27,30
Males_Under 1 year,31,2012-08-03,31
Males_Under 1 year,43,2012-08-10,32
Males_Under 1 year,21,2012-08-17,33
Males_Under 1 year,28,2012-08-24,34
Males_Under 1 year,36,2012-08-31,35
Males_Under 1 year,36,2012-09-07,36
Males_Under 1 year,31,2012-09-14,37
Males_Under 1 year,27,2012-09-21,38
Males_Under 1 year,37,2012-09-28,39
Males_Under 1 year,37,2012-10-05,40
Males_Under 1 year,27,2012-10-12,41
Males_Under 1 year,39,2012-10-19,42
Males_Under 1 year,27,2012-10-26,43
Males_Under 1 year,35,2012-11-02,44
Males_Under 1 year,38,2012-11-09,45
Males_Under 1 year,37,2012-11-16,46
Males_Under 1 year,42,2012-11-23,47
Males_Under 1 year,30,2012-11-30,48
Males_Under 1 year,38,2012-12-07,49
Males_Under 1 year,39,2012-12-14,50
Males_Under 1 year,33,2012-12-21,51
Males_Under 1 year,24,2012-12-28,52
Males_01-14,11,2012-01-06,1
Males_01-14,9,2012-01-13,2
Males_01-14,11,2012-01-20,3
Males_01-14,14,2012-01-27,4
Males_01-14,11,2012-02-03,5
Males_01-14,12,2012-02-10,6
Males_01-14,11,2012-02-17,7
Males_01-14,12,2012-02-24,8
Males_01-14,15,2012-03-02,9
Males_01-14,8,2012-03-09,10
Males_01-14,13,2012-03-16,11
Males_01-14,17,2012-03-23,12
Males_01-14,13,2012-03-30,13
Males_01-14,12,2012-04-06,14
Males_01-14,15,2012-04-13,15
Males_01-14,12,2012-04-20,16
Males_01-14,12,2012-04-27,17
Males_01-14,14,2012-05-04,18
Males_01-14,5,2012-05-11,19
Males_01-14,13,2012-05-18,20
Males_01-14,16,2012-05-25,21
Males_01-14,13,2012-06-01,22
Males_01-14,6,2012-06-08,23
Males_01-14,6,2012-06-15,24
Males_01-14,5,2012-06-22,25
Males_01-14,9,2012-06-29,26
Males_01-14,12,2012-07-06,27
Males_01-14,6,2012-07-13,28
Males_01-14,15,2012-07-20,29
Males_01-14,7,2012-07-27,30
Males_01-14,8,2012-08-03,31
Males_01-14,19,2012-08-10,32
Males_01-14,9,2012-08-17,33
Males_01-14,8,2012-08-24,34
Males_01-14,8,2012-08-31,35
Males_01-14,17,2012-09-07,36
Males_01-14,13,2012-09-14,37
Males_01-14,7,2012-09-21,38
Males_01-14,13,2012-09-28,39
Males_01-14,13,2012-10-05,40
Males_01-14,4,2012-10-12,41
Males_01-14,16,2012-10-19,42
Males_01-14,15,2012-10-26,43
Males_01-14,13,2012-11-02,44
Males_01-14,15,2012-11-09,45
Males_01-14,10,2012-11-16,46
Males_01-14,6,2012-11-23,47
Males_01-14,8,2012-11-30,48
Males_01-14,18,2012-12-07,49
Males_01-14,11,2012-12-14,50
Males_01-14,14,2012-12-21,51
Males_01-14,7,2012-12-28,52
Males_15-44,95,2012-01-06,1
Males_15-44,170,2012-01-13,2
Males_15-44,180,2012-01-20,3
Males_15-44,184,2012-01-27,4
Males_15-44,167,2012-02-03,5
Males_15-44,210,2012-02-10,6
Males_15-44,186,2012-02-17,7
Males_15-44,224,2012-02-24,8
Males_15-44,183,2012-03-02,9
Males_15-44,225,2012-03-09,10
Males_15-44,165,2012-03-16,11
Males_15-44,193,2012-03-23,12
Males_15-44,197,2012-03-30,13
Males_15-44,192,2012-04-06,14
Males_15-44,178,2012-04-13,15
Males_15-44,175,2012-04-20,16
Males_15-44,177,2012-04-27,17
Males_15-44,200,2012-05-04,18
Males_15-44,137,2012-05-11,19
Males_15-44,205,2012-05-18,20
Males_15-44,175,2012-05-25,21
Males_15-44,209,2012-06-01,22
Males_15-44,98,2012-06-08,23
Males_15-44,197,2012-06-15,24
Males_15-44,190,2012-06-22,25
Males_15-44,168,2012-06-29,26
Males_15-44,192,2012-07-06,27
Males_15-44,180,2012-07-13,28
Males_15-44,182,2012-07-20,29
Males_15-44,194,2012-07-27,30
Males_15-44,178,2012-08-03,31
Males_15-44,158,2012-08-10,32
Males_15-44,167,2012-08-17,33
Males_15-44,160,2012-08-24,34
Males_15-44,155,2012-08-31,35
Males_15-44,155,2012-09-07,36
Males_15-44,181,2012-09-14,37
Males_15-44,209,2012-09-21,38
Males_15-44,147,2012-09-28,39
Males_15-44,153,2012-10-05,40
Males_15-44,176,2012-10-12,41
Males_15-44,159,2012-10-19,42
Males_15-44,182,2012-10-26,43
Males_15-44,181,2012-11-02,44
Males_15-44,193,2012-11-09,45
Males_15-44,188,2012-11-16,46
Males_15-44,206,2012-11-23,47
Males_15-44,172,2012-11-30,48
Males_15-44,185,2012-12-07,49
Males_15-44,221,2012-12-14,50
Males_15-44,219,2012-12-21,51
Males_15-44,112,2012-12-28,52
Males_45-64,723,2012-01-06,1
Males_45-64,784,2012-01-13,2
Males_45-64,727,2012-01-20,3
Males_45-64,733,2012-01-27,4
Males_45-64,739,2012-02-03,5
Males_45-64,737,2012-02-10,6
Males_45-64,683,2012-02-17,7
Males_45-64,701,2012-02-24,8
Males_45-64,767,2012-03-02,9
Males_45-64,685,2012-03-09,10
Males_45-64,741,2012-03-16,11
Males_45-64,738,2012-03-23,12
Males_45-64,711,2012-03-30,13
Males_45-64,642,2012-04-06,14
Males_45-64,659,2012-04-13,15
Males_45-64,783,2012-04-20,16
Males_45-64,713,2012-04-27,17
Males_45-64,686,2012-05-04,18
Males_45-64,635,2012-05-11,19
Males_45-64,713,2012-05-18,20
Males_45-64,701,2012-05-25,21
Males_45-64,718,2012-06-01,22
Males_45-64,485,2012-06-08,23
Males_45-64,712,2012-06-15,24
Males_45-64,674,2012-06-22,25
Males_45-64,677,2012-06-29,26
Males_45-64,645,2012-07-06,27
Males_45-64,657,2012-07-13,28
Males_45-64,676,2012-07-20,29
Males_45-64,673,2012-07-27,30
Males_45-64,675,2012-08-03,31
